,Title,Cast and crew,director,cast_crew,genres,id
1427,Turning Red,"Domee Shi (director/screenplay); Julia Cho (screenplay); Rosalie Chiang, Sandra Oh, Ava Morse, Hyein Park, Maitreyi Ramakrishnan, Orion Lee, Wai Ching Ho, Tristan Allerick Chen, James Hong",Domee Shi ," Rosalie Chiang, Sandra Oh, Ava Morse, Hyein Park, Maitreyi Ramakrishnan, Orion Lee, Wai Ching Ho, Tristan Allerick Chen, James Hong",Animation Family Comedy Fantasy,508947
1428,Tyson's Run,"Kim Bass (director/screenplay); Rory Cochrane, Amy Smart, Major Dodson, Barkhad Abdi",Kim Bass ," Rory Cochrane, Amy Smart, Major Dodson, Barkhad Abdi",Drama,860852
1429,Rescued by Ruby,"Katt Shea (director); Karen Kanszen (screenplay); Grant Gustin, Scott Wolf, Kaylah Zander",Katt Shea ," Grant Gustin, Scott Wolf, Kaylah Zander",Family Drama,921655
1430,The Outfit,"Graham Moore (director/screenplay); Johnathan McClain (screenplay); Mark Rylance, Zoey Deutch, Johnny Flynn, Dylan O'Brien, Nikki Amuka-Bird, Simon Russell Beale",Graham Moore ," Mark Rylance, Zoey Deutch, Johnny Flynn, Dylan O'Brien, Nikki Amuka-Bird, Simon Russell Beale",Crime Drama Thriller,799876
1431,Deep Water,"Adrian Lyne (director); Zach Helm, Sam Levinson (screenplay); Ben Affleck, Ana de Armas, Tracy Letts, Lil Rel Howery, Dash Mihok, Finn Wittrock, Kristen Connolly, Jacob Elordi",Adrian Lyne ," Ben Affleck, Ana de Armas, Tracy Letts, Lil Rel Howery, Dash Mihok, Finn Wittrock, Kristen Connolly, Jacob Elordi",Drama Mystery Thriller,619979
1432,Cheaper by the Dozen,"Gail Lerner (director); Kenya Barris, Jenifer Rice-Genzuk Henry (screenplay); Gabrielle Union, Zach Braff, Erika Christensen",Gail Lerner ," Gabrielle Union, Zach Braff, Erika Christensen",Family Comedy,691683
1433,Windfall,"Charlie McDowell (director); Justin Lader, Andrew Kevin Walker (screenplay); Lily Collins, Jesse Plemons, Jason Segel",Charlie McDowell ," Lily Collins, Jesse Plemons, Jason Segel",Crime Thriller Drama,850018
1434,X,"Ti West (director/screenplay); Mia Goth, Jenna Ortega, Martin Henderson, Brittany Snow, Owen Campbell, Stephen Ure, Scott Mescudi",Ti West ," Mia Goth, Jenna Ortega, Martin Henderson, Brittany Snow, Owen Campbell, Stephen Ure, Scott Mescudi",Horror Mystery Thriller,760104
1435,Umma,"Iris K. Shim (director/screenplay); Sandra Oh, Fivel Stewart, MeeWha Alana Lee, Tom Yi, Odeya Rush, Dermot Mulroney",Iris K. Shim ," Sandra Oh, Fivel Stewart, MeeWha Alana Lee, Tom Yi, Odeya Rush, Dermot Mulroney",Horror Mystery,751237
1436,Alice,"Krystin Ver Linden (director/screenplay); Keke Palmer, Common, Gaius Charles, Jonny Lee Miller",Krystin Ver Linden ," Keke Palmer, Common, Gaius Charles, Jonny Lee Miller",Drama Thriller,714676
1437,Master,"Mariama Diallo (director/screenplay); Regina Hall, Zoe Renee, Amber Gray",Mariama Diallo ," Regina Hall, Zoe Renee, Amber Gray",Horror Thriller Drama Mystery,680829
1438,Measure of Revenge,"Peyfa (director); Kenny Walakandou (screenplay); Bella Thorne, Melissa Leo, Roma Maffia, Jake Weary, Adrian Martinez",Peyfa ," Bella Thorne, Melissa Leo, Roma Maffia, Jake Weary, Adrian Martinez",Mystery Thriller Crime,890466
1439,The Lost City,"Aaron Nee, Adam Nee (directors/screenplay); Oren Uziel, Dana Fox (screenplay); Sandra Bullock, Channing Tatum, Daniel Radcliffe, Da'Vine Joy Randolph, Brad Pitt","Aaron Nee, Adam Nee "," Sandra Bullock, Channing Tatum, Daniel Radcliffe, Da'Vine Joy Randolph, Brad Pitt",Action Adventure Comedy,752623
1440,Everything Everywhere All at Once,"Daniel Kwan, Daniel Scheinert (directors/screenplay); Michelle Yeoh, Stephanie Hsu, Ke Huy Quan, Jenny Slate, Harry Shum Jr., James Hong, Jamie Lee Curtis","Daniel Kwan, Daniel Scheinert "," Michelle Yeoh, Stephanie Hsu, Ke Huy Quan, Jenny Slate, Harry Shum Jr., James Hong, Jamie Lee Curtis",Action Adventure Science Fiction,545611
1441,Infinite Storm,"Małgorzata Szumowska, Michał Englert (directors); Josh Rollins (screenplay); Naomi Watts, Billy Howle, Sophie Okonedo, Denis O'Hare, Parker Sawyers","Małgorzata Szumowska, Michał Englert "," Naomi Watts, Billy Howle, Sophie Okonedo, Denis O'Hare, Parker Sawyers",Drama Thriller,811631
1442,7 Days,"Roshan Sethi (director/screenplay); Karan Soni (screenplay); Karan Soni, Geraldine Viswanathan, Mark Duplass",Roshan Sethi ," Karan Soni, Geraldine Viswanathan, Mark Duplass",Thriller Drama Crime,433627
1443,Moonshot,"Chris Winterbauer (director); Max Taxe (screenplay); Cole Sprouse, Lana Condor, Mason Gooding, Emily Rudd, Zach Braff",Chris Winterbauer ," Cole Sprouse, Lana Condor, Mason Gooding, Emily Rudd, Zach Braff",Comedy Romance Science Fiction,767825
1444,Morbius,"Daniel Espinosa (director); Matt Sazama, Burk Sharpless (screenplay); Jared Leto, Matt Smith, Adria Arjona, Jared Harris, Al Madrigal, Tyrese Gibson",Daniel Espinosa ," Jared Leto, Matt Smith, Adria Arjona, Jared Harris, Al Madrigal, Tyrese Gibson",Action Science Fiction Fantasy,526896
1445,The Bubble,"Judd Apatow (director/screenplay); Pam Brady (screenplay); Karen Gillan, Iris Apatow, Fred Armisen, Maria Bakalova, David Duchovny, Keegan-Michael Key, Leslie Mann, Kate McKinnon, Pedro Pascal, Peter Serafinowicz",Judd Apatow ," Karen Gillan, Iris Apatow, Fred Armisen, Maria Bakalova, David Duchovny, Keegan-Michael Key, Leslie Mann, Kate McKinnon, Pedro Pascal, Peter Serafinowicz",Comedy,765119
1446,The Contractor,"Tarik Saleh (director); J. P. Davis (screenplay); Chris Pine, Ben Foster, Gillian Jacobs, Eddie Marsan, J. D. Pardo, Florian Munteanu, Kiefer Sutherland",Tarik Saleh ," Chris Pine, Ben Foster, Gillian Jacobs, Eddie Marsan, J. D. Pardo, Florian Munteanu, Kiefer Sutherland",Action Thriller,628900
1447,Better Nate Than Ever,"Tim Federle (director/screenplay); Rueby Wood, Joshua Bassett, Aria Brooks, Lisa Kudrow, Norbert Leo Butz",Tim Federle ," Rueby Wood, Joshua Bassett, Aria Brooks, Lisa Kudrow, Norbert Leo Butz",Music Family Comedy,826953
1448,Apollo 10 1⁄2: A Space Age Childhood,"Richard Linklater (director/screenplay); Glen Powell, Zachary Levi, Milo Coy, Jack Black",Richard Linklater ," Glen Powell, Zachary Levi, Milo Coy, Jack Black",Animation Comedy Science Fiction Drama,664996
1449,Sonic the Hedgehog 2,"Jeff Fowler (director); Patrick Casey, Josh Miller, John Whittington (screenplay); James Marsden, Ben Schwartz, Tika Sumpter, Natasha Rothwell, Adam Pally, Shemar Moore, Colleen O'Shaughnessey, Lee Majdoub, Idris Elba, Jim Carrey",Jeff Fowler ," James Marsden, Ben Schwartz, Tika Sumpter, Natasha Rothwell, Adam Pally, Shemar Moore, Colleen O'Shaughnessey, Lee Majdoub, Idris Elba, Jim Carrey",Action Adventure Family Comedy,675353
1450,Ambulance,"Michael Bay (director); Chris Fedak (screenplay); Jake Gyllenhaal, Yahya Abdul-Mateen II, Eiza González",Michael Bay ," Jake Gyllenhaal, Yahya Abdul-Mateen II, Eiza González",Action Thriller Crime,763285
1451,All the Old Knives,"Janus Metz Pedersen (director); Olen Steinhauer (screenplay); Chris Pine, Thandiwe Newton, Laurence Fishburne, Jonathan Pryce",Janus Metz Pedersen ," Chris Pine, Thandiwe Newton, Laurence Fishburne, Jonathan Pryce",Thriller Action,294793
1452,Metal Lords,"Peter Sollett (director); D.B. Weiss (screenplay); Jaeden Martell, Isis Hainsworth, Adrian Greensmith, Brett Gelman, Joe Manganiello",Peter Sollett ," Jaeden Martell, Isis Hainsworth, Adrian Greensmith, Brett Gelman, Joe Manganiello",Comedy Drama Music,739993
1453,Father Stu,"Rosalind Ross (director/screenplay); Mark Wahlberg, Mel Gibson, Jacki Weaver, Teresa Ruiz",Rosalind Ross ," Mark Wahlberg, Mel Gibson, Jacki Weaver, Teresa Ruiz",Drama,809140
1454,Fantastic Beasts: The Secrets of Dumbledore,"David Yates (director); J. K. Rowling, Steve Kloves (screenplay); Eddie Redmayne, Jude Law, Ezra Miller, Dan Fogler, Alison Sudol, Callum Turner, Jessica Williams, Katherine Waterston, Mads Mikkelsen",David Yates ," Eddie Redmayne, Jude Law, Ezra Miller, Dan Fogler, Alison Sudol, Callum Turner, Jessica Williams, Katherine Waterston, Mads Mikkelsen",Fantasy Adventure Action,338953
1455,Dual,"Riley Stearns (director/screenplay); Karen Gillan, Beulah Koale, Theo James, Aaron Paul",Riley Stearns ," Karen Gillan, Beulah Koale, Theo James, Aaron Paul",Science Fiction Thriller,698128
1456,Choose or Die,"Toby Meakins (director); Simon Allen (screenplay); Asa Butterfield, Iola Evans, Eddie Marsan, Robert Englund",Toby Meakins ," Asa Butterfield, Iola Evans, Eddie Marsan, Robert Englund",Horror Thriller Science Fiction,838484
1457,Titanic 666,"Nick Lyon (director); Jacob Cooney, Jason White (screenplay); Keesha Sharp, Jamie Bamber, Lydia Hearst, AnnaLynne McCord, Joseph Gatt",Nick Lyon ," Keesha Sharp, Jamie Bamber, Lydia Hearst, AnnaLynne McCord, Joseph Gatt",Thriller Horror,945657
1458,The Bad Guys,"Pierre Perifel (director); Etan Cohen (screenplay); Sam Rockwell, Marc Maron, Craig Robinson, Anthony Ramos, Awkwafina, Richard Ayoade, Zazie Beetz, Lilly Singh, Alex Borstein",Pierre Perifel ," Sam Rockwell, Marc Maron, Craig Robinson, Anthony Ramos, Awkwafina, Richard Ayoade, Zazie Beetz, Lilly Singh, Alex Borstein",Animation Comedy Family Crime,629542
1459,The Northman,"Robert Eggers (director/screenplay); Sjón (screenplay); Alexander Skarsgård, Nicole Kidman, Claes Bang, Anya Taylor-Joy, Ethan Hawke, Björk, Willem Dafoe",Robert Eggers ," Alexander Skarsgård, Nicole Kidman, Claes Bang, Anya Taylor-Joy, Ethan Hawke, Björk, Willem Dafoe",Action Adventure Fantasy,639933
1460,The Unbearable Weight of Massive Talent,"Tom Gormican (director/screenplay); Kevin Etten (screenplay); Nicolas Cage, Pedro Pascal, Sharon Horgan, Ike Barinholtz, Alessandra Mastronardi, Jacob Scipio, Neil Patrick Harris, Tiffany Haddish",Tom Gormican ," Nicolas Cage, Pedro Pascal, Sharon Horgan, Ike Barinholtz, Alessandra Mastronardi, Jacob Scipio, Neil Patrick Harris, Tiffany Haddish",Action Comedy Crime,648579
1461,Polar Bear,"Alastair Fothergill, Jeff Wilson (directors); Catherine Keener","Alastair Fothergill, Jeff Wilson ", Catherine Keener,Documentary,927070
1462,The Survivor,"Barry Levinson (director); Justine Juel Gillmer (screenplay); Ben Foster, Vicky Krieps, Billy Magnussen, Peter Sarsgaard, John Leguizamo, Danny DeVito",Barry Levinson ," Ben Foster, Vicky Krieps, Billy Magnussen, Peter Sarsgaard, John Leguizamo, Danny DeVito",Drama History,606870
1463,Memory,"Martin Campbell (director); Dario Scardapane (screenplay); Liam Neeson, Guy Pearce, Monica Bellucci, Harold Torres, Taj Atwal, Ray Fearon",Martin Campbell ," Liam Neeson, Guy Pearce, Monica Bellucci, Harold Torres, Taj Atwal, Ray Fearon",Action Thriller Crime,818397
1464,Crush,"Sammi Cohen (director); Kirsten King, Casey Rackham (screenplay); Rowan Blanchard, Auliʻi Cravalho, Isabella Ferreira, Tyler Alvarez, Teala Dunn",Sammi Cohen ," Rowan Blanchard, Auliʻi Cravalho, Isabella Ferreira, Tyler Alvarez, Teala Dunn",Comedy Romance,860159
1465,Fortress: Sniper's Eye,"Josh Sternfeld (director); Alan Horsnail (screenplay); Jesse Metcalfe, Bruce Willis, Chad Michael Murray",Josh Sternfeld ," Jesse Metcalfe, Bruce Willis, Chad Michael Murray",Action,883502
1466,Green Ghost and the Masters of the Stone,"Michael D. Olmos (director/screenplay); Charlie Clark, Brian Douglas (screenplay); Charlie Clark, Kuno Becker, Marko Zaror, Renée Victor, Danny Trejo",Michael D. Olmos ," Charlie Clark, Kuno Becker, Marko Zaror, Renée Victor, Danny Trejo",Action Fantasy Comedy,953079
1467,Doctor Strange in the Multiverse of Madness,"Sam Raimi (director); Michael Waldron (screenplay); Benedict Cumberbatch, Elizabeth Olsen, Chiwetel Ejiofor, Benedict Wong, Xochitl Gomez, Michael Stuhlbarg, Rachel McAdams",Sam Raimi ," Benedict Cumberbatch, Elizabeth Olsen, Chiwetel Ejiofor, Benedict Wong, Xochitl Gomez, Michael Stuhlbarg, Rachel McAdams",Fantasy Action Adventure,453395
1468,Along for the Ride,"Sofia Alvarez (director/screenplay); Emma Pasarow, Belmont Cameli, Kate Bosworth, Andie MacDowell, Dermot Mulroney",Sofia Alvarez ," Emma Pasarow, Belmont Cameli, Kate Bosworth, Andie MacDowell, Dermot Mulroney",Romance Drama,778106
1469,Marmaduke,"Mark A.Z. Dippé (director); Byron Kavanagh (screenplay); Pete Davidson, J. K. Simmons, David Koechner, Brian Hull",Mark A.Z. Dippé ," Pete Davidson, J. K. Simmons, David Koechner, Brian Hull",Animation Family Comedy,678287
1470,Escape the Field,"Emerson Moore (director/screenplay); Joshua Dobkin, Sean Wathen (screenplay); Jordan Claire Robbins, Theo Rossi, Tahirah Sharif, Shane West",Emerson Moore ," Jordan Claire Robbins, Theo Rossi, Tahirah Sharif, Shane West",Thriller Horror,739643
1471,Operation Mincemeat,"John Madden (director); Michelle Ashford (screenplay); Colin Firth, Matthew Macfadyen, Kelly Macdonald, Penelope Wilton, Johnny Flynn, Jason Isaacs",John Madden ," Colin Firth, Matthew Macfadyen, Kelly Macdonald, Penelope Wilton, Johnny Flynn, Jason Isaacs",War History Drama,661231
1472,Senior Year,"Alex Hardcastle (director); Arthur Pielli, Andrew Knauer, Brandon Scott Jones (screenplay); Rebel Wilson, Sam Richardson, Zoë Chao, Mary Holland, Justin Hartley, Chris Parnell, Angourie Rice, Michael Cimino, Jeremy Ray Taylor, Brandon Scott Jones, Alicia Silverstone",Alex Hardcastle ," Rebel Wilson, Sam Richardson, Zoë Chao, Mary Holland, Justin Hartley, Chris Parnell, Angourie Rice, Michael Cimino, Jeremy Ray Taylor, Brandon Scott Jones, Alicia Silverstone",Comedy,800937
1473,Firestarter,"Keith Thomas (director); Scott Teems (screenplay); Zac Efron, Ryan Kiera Armstrong, Sydney Lemmon, Kurtwood Smith, John Beasley, Michael Greyeyes, Gloria Reuben",Keith Thomas ," Zac Efron, Ryan Kiera Armstrong, Sydney Lemmon, Kurtwood Smith, John Beasley, Michael Greyeyes, Gloria Reuben",Thriller Science Fiction Horror Drama,532710
1474,Sneakerella,"Elizabeth Allen Rosenbaum (director); David Light, Joseph Raso, Tamara Chestna, Mindy Stern, George Gore II (screenplay); Chosen Jacobs, Lexi Underwood, John Salley",Elizabeth Allen Rosenbaum ," Chosen Jacobs, Lexi Underwood, John Salley",Music Comedy Family,756187
1475,On the Count of Three,"Jerrod Carmichael (director); Ari Katcher, Ryan Welch (screenplay); Jerrod Carmichael, Christopher Abbott, Tiffany Haddish, J. B. Smoove, Henry Winkler",Jerrod Carmichael ," Jerrod Carmichael, Christopher Abbott, Tiffany Haddish, J. B. Smoove, Henry Winkler",Comedy Drama,776512
1476,Private Property,"Chadd Harbold (director/screenplay); Ashley Benson, Shiloh Fernandez, Logan Miller, Frank Whaley, Jay Pharoah",Chadd Harbold ," Ashley Benson, Shiloh Fernandez, Logan Miller, Frank Whaley, Jay Pharoah",Thriller Drama,860860
1477,Family Camp,"Brian Cates (director/screenplay); Rene Gutteridge (screenplay); Tommy Woodward, Eddie James, Leigh-Allyn Baker, Mark Christopher Lawrence",Brian Cates ," Tommy Woodward, Eddie James, Leigh-Allyn Baker, Mark Christopher Lawrence",Comedy Family,846528
1478,Montana Story,"Scott McGehee, David Siegel (directors/screenplay); Haley Lu Richardson, Owen Teague","Scott McGehee, David Siegel "," Haley Lu Richardson, Owen Teague",Drama,785037
1479,Downton Abbey: A New Era,"Simon Curtis (director); Julian Fellowes (screenplay); Hugh Bonneville, Elizabeth McGovern, Maggie Smith, Michelle Dockery, Laura Carmichael, Jim Carter, Phyllis Logan",Simon Curtis ," Hugh Bonneville, Elizabeth McGovern, Maggie Smith, Michelle Dockery, Laura Carmichael, Jim Carter, Phyllis Logan",Drama Romance,820446
1480,Chip 'n Dale: Rescue Rangers,"Akiva Schaffer (director); Dan Gregor, Doug Mand (screenplay); John Mulaney, Andy Samberg, Will Arnett, Eric Bana, Keegan-Michael Key, Seth Rogen, J. K. Simmons, KiKi Layne",Akiva Schaffer ," John Mulaney, Andy Samberg, Will Arnett, Eric Bana, Keegan-Michael Key, Seth Rogen, J. K. Simmons, KiKi Layne",Animation Family Comedy Adventure Mystery,420821
1481,Men,"Alex Garland (director/screenplay); Jessie Buckley, Rory Kinnear, Paapa Essiedu, Gayle Rankin",Alex Garland ," Jessie Buckley, Rory Kinnear, Paapa Essiedu, Gayle Rankin",Horror Thriller Fantasy,780609
1482,Good Mourning,"Colson Baker, Mod Sun (directors/screenplay); Colson Baker, Mod Sun, Becky G, Dove Cameron, Pete Davidson, Whitney Cummings, Megan Fox","Colson Baker, Mod Sun "," Colson Baker, Mod Sun, Becky G, Dove Cameron, Pete Davidson, Whitney Cummings, Megan Fox",Comedy,865686
1483,The Valet,"Richard Wong (director); Rob Greenberg, Bob Fisher (screenplay); Eugenio Derbez, Samara Weaving",Richard Wong ," Eugenio Derbez, Samara Weaving",Comedy Romance,810171
1484,Emergency,"Carey Williams (director); KD Dávila (screenplay); RJ Cyler, Sabrina Carpenter",Carey Williams ," RJ Cyler, Sabrina Carpenter",Comedy Drama Thriller,819309
1485,Top Gun: Maverick,"Joseph Kosinski (director); Ehren Kruger, Eric Warren Singer, Christopher McQuarrie (screenplay); Tom Cruise, Miles Teller, Jennifer Connelly, Jon Hamm, Glen Powell, Lewis Pullman, Ed Harris, Val Kilmer",Joseph Kosinski ," Tom Cruise, Miles Teller, Jennifer Connelly, Jon Hamm, Glen Powell, Lewis Pullman, Ed Harris, Val Kilmer",Action Drama,361743
1486,The Bob's Burgers Movie,"Loren Bouchard, Bernard Derriman (directors); Loren Bouchard, Nora Smith (screenplay); H. Jon Benjamin, Dan Mintz, Eugene Mirman, Larry Murphy, John Roberts, Kristen Schaal, Zach Galifianakis, Kevin Kline","Loren Bouchard, Bernard Derriman "," H. Jon Benjamin, Dan Mintz, Eugene Mirman, Larry Murphy, John Roberts, Kristen Schaal, Zach Galifianakis, Kevin Kline",Animation Adventure Comedy,504827
1487,Zero Contact,"Rick Dugdale (director); Cam Cannon (screenplay); Anthony Hopkins, Chris Brochu, Aleks Paunovic",Rick Dugdale ," Anthony Hopkins, Chris Brochu, Aleks Paunovic",Science Fiction Thriller,872170
1488,A Chiara,"Jonas Carpignano (director/screenplay); Swamy Rotolo, Claudio Rotolo, Carmela Fumo",Jonas Carpignano ," Swamy Rotolo, Claudio Rotolo, Carmela Fumo",Drama,833420
1489,Hollywood Stargirl,"Julia Hart (director/screenplay); Jordan Horowitz (screenplay); Elijah Richardson, Grace VanderWaal, Tyrel Jackson Williams, Judy Greer, Judd Hirsch, Uma Thurman",Julia Hart ," Elijah Richardson, Grace VanderWaal, Tyrel Jackson Williams, Judy Greer, Judd Hirsch, Uma Thurman",Comedy Romance Music,799883
1490,Crimes of the Future,"David Cronenberg (director/screenplay); Viggo Mortensen, Léa Seydoux, Kristen Stewart, Scott Speedman",David Cronenberg ," Viggo Mortensen, Léa Seydoux, Kristen Stewart, Scott Speedman",Drama Horror Science Fiction,819876
1491,Benediction,"Terence Davies (director/screenplay); Jack Lowden, Peter Capaldi, Simon Russell Beale, Jeremy Irvine, Kate Phillips, Gemma Jones, Ben Daniels",Terence Davies ," Jack Lowden, Peter Capaldi, Simon Russell Beale, Jeremy Irvine, Kate Phillips, Gemma Jones, Ben Daniels",War Drama History,399178
1492,Interceptor,"Matthew Reilly (director/screenplay); Stuart Beattie (screenplay); Elsa Pataky, Luke Bracey",Matthew Reilly ," Elsa Pataky, Luke Bracey",Action Thriller Adventure,831946
1493,Fire Island,"Andrew Ahn (director); Joel Kim Booster (screenplay); Joel Kim Booster, Bowen Yang, Conrad Ricamora, James Scully, Margaret Cho",Andrew Ahn ," Joel Kim Booster, Bowen Yang, Conrad Ricamora, James Scully, Margaret Cho",Comedy Romance,846250
1494,Watcher,"Chloe Okuno (director); Zack Ford (screenplay); Maika Monroe, Karl Glusman, Burn Gorman",Chloe Okuno ," Maika Monroe, Karl Glusman, Burn Gorman",Thriller Horror,807356
1495,Dashcam,"Rob Savage (director/screenplay); Gemma Hurley, Jed Shepherd (screenplay); Annie Hardy",Rob Savage , Annie Hardy,Horror Thriller,858015
1496,Hustle,"Jeremiah Zagar (director); Taylor Materne, Will Fetters (screenplay); Adam Sandler, Queen Latifah, Ben Foster, Juancho Hernangómez, Robert Duvall, Anthony Edwards",Jeremiah Zagar ," Adam Sandler, Queen Latifah, Ben Foster, Juancho Hernangómez, Robert Duvall, Anthony Edwards",Drama Comedy,705861
1497,Jurassic World Dominion,"Colin Trevorrow (director/screenplay); Emily Carmichael (screenplay); Chris Pratt, Bryce Dallas Howard, Laura Dern, Jeff Goldblum, Sam Neill, DeWanda Wise, Mamoudou Athie, Isabella Sermon, Campbell Scott, BD Wong, Omar Sy",Colin Trevorrow ," Chris Pratt, Bryce Dallas Howard, Laura Dern, Jeff Goldblum, Sam Neill, DeWanda Wise, Mamoudou Athie, Isabella Sermon, Campbell Scott, BD Wong, Omar Sy",Adventure Action Science Fiction,507086
1498,Jennifer Lopez: Halftime,Amanda Micheli (director); Jennifer Lopez,Amanda Micheli , Jennifer Lopez,Documentary Music,962192
1499,Father of the Bride,"Gaz Alazraki (director); Matt Lopez (screenplay); Andy García, Gloria Estefan, Adria Arjona, Isabela Merced, Diego Boneta, Chloe Fineman",Gaz Alazraki ," Andy García, Gloria Estefan, Adria Arjona, Isabela Merced, Diego Boneta, Chloe Fineman",Romance Comedy,746419
1500,Lightyear,"Angus MacLane (director/screenplay); Jason Headley (screenplay); Chris Evans, Keke Palmer, Peter Sohn, Taika Waititi, Dale Soules, James Brolin, Uzo Aduba, Mary McDonald-Lewis, Isiah Whitlock Jr.",Angus MacLane ," Chris Evans, Keke Palmer, Peter Sohn, Taika Waititi, Dale Soules, James Brolin, Uzo Aduba, Mary McDonald-Lewis, Isiah Whitlock Jr.",Animation Science Fiction Adventure Action Family,718789
1501,Spiderhead,"Joseph Kosinski (director); Rhett Reese, Paul Wernick (screenplay); Chris Hemsworth, Miles Teller, Jurnee Smollett",Joseph Kosinski ," Chris Hemsworth, Miles Teller, Jurnee Smollett",Science Fiction Thriller,615469
1502,Jerry & Marge Go Large,"David Frankel (director); Brad Copeland (screenplay); Bryan Cranston, Annette Bening, Rainn Wilson, Larry Wilmore, Michael McKean, Anna Camp",David Frankel ," Bryan Cranston, Annette Bening, Rainn Wilson, Larry Wilmore, Michael McKean, Anna Camp",Comedy Drama,843847
1503,Cha Cha Real Smooth,"Cooper Raiff (director/screenplay); Cooper Raiff, Dakota Johnson, Raúl Castillo, Odeya Rush, Evan Assante, Vanessa Burghardt, Brad Garrett, Leslie Mann",Cooper Raiff ," Cooper Raiff, Dakota Johnson, Raúl Castillo, Odeya Rush, Evan Assante, Vanessa Burghardt, Brad Garrett, Leslie Mann",Comedy Drama Romance,814340
1504,Mid-Century,"Sonja O'Hara (director); Mike Stern (screenplay); Shane West, Sarah Hay, Bruce Dern, Stephen Lang",Sonja O'Hara ," Shane West, Sarah Hay, Bruce Dern, Stephen Lang",Horror Thriller,916735
1505,Abandoned,"Spencer Squire (director); Erik Patterson, Jessica Scott (screenplay); Emma Roberts, John Gallagher Jr., Michael Shannon",Spencer Squire ," Emma Roberts, John Gallagher Jr., Michael Shannon",Horror,880841
1506,Beavis and Butt-Head Do the Universe,"Mike Judge (director/screenplay); Mike Judge, Gary Cole, Chris Diamantopoulos, Nat Faxon, David Herman, Brian Huskey, Chi McBride, Tig Notaro, Stephen Root, Andrea Savage, Martin Starr, Jimmy O. Yang",Mike Judge ," Mike Judge, Gary Cole, Chris Diamantopoulos, Nat Faxon, David Herman, Brian Huskey, Chi McBride, Tig Notaro, Stephen Root, Andrea Savage, Martin Starr, Jimmy O. Yang",Animation Comedy Science Fiction,828947
1507,Elvis,"Baz Luhrmann (director/screenplay); Sam Bromell, Craig Pearce, Jeremy Doner (screenplay); Austin Butler, Tom Hanks, Olivia DeJonge, Helen Thomson, Richard Roxburgh, Kelvin Harrison Jr., David Wenham, Kodi Smit-McPhee, Luke Bracey",Baz Luhrmann ," Austin Butler, Tom Hanks, Olivia DeJonge, Helen Thomson, Richard Roxburgh, Kelvin Harrison Jr., David Wenham, Kodi Smit-McPhee, Luke Bracey",Drama History Music,614934
1508,The Black Phone,"Scott Derrickson (director/screenplay); C. Robert Cargill (screenplay); Ethan Hawke, Mason Thames, Madeleine McGraw, Jeremy Davies, James Ransone",Scott Derrickson ," Ethan Hawke, Mason Thames, Madeleine McGraw, Jeremy Davies, James Ransone",Horror Thriller,756999
1509,The Man from Toronto,"Patrick Hughes (director); Robbie Fox, Chris Bremmer (screenplay); Kevin Hart, Woody Harrelson, Kaley Cuoco, Jasmine Mathews, Lela Loren, Pierson Fodé, Jencarlos Canela, Ellen Barkin",Patrick Hughes ," Kevin Hart, Woody Harrelson, Kaley Cuoco, Jasmine Mathews, Lela Loren, Pierson Fodé, Jencarlos Canela, Ellen Barkin",Action Comedy,667739
1510,The Sea Beast,"Chris Williams (director/screenplay); Nell Benjamin (screenplay); Karl Urban, Zaris-Angel Hator, Jared Harris, Marianne Jean-Baptiste, Jim Carter, Doon Mackichan, Dan Stevens, Kathy Burke",Chris Williams ," Karl Urban, Zaris-Angel Hator, Jared Harris, Marianne Jean-Baptiste, Jim Carter, Doon Mackichan, Dan Stevens, Kathy Burke",Animation Adventure Family Fantasy,560057
1511,Marcel the Shell with Shoes On,"Dean Fleischer-Camp (director/screenplay); Jenny Slate, Nick Paley (screenplay); Jenny Slate, Rosa Salazar, Thomas Mann, Isabella Rossellini",Dean Fleischer-Camp ," Jenny Slate, Rosa Salazar, Thomas Mann, Isabella Rossellini",Animation Comedy Family Drama,869626
1512,Rise,"Akin Omotoso (director); Arash Amel (screenplay); Uche Agada, Ral Agada, Jaden Osimuwa, Elijah Shomanke, Yetide Badaki, Dayo Okeniyi",Akin Omotoso ," Uche Agada, Ral Agada, Jaden Osimuwa, Elijah Shomanke, Yetide Badaki, Dayo Okeniyi",Animation Adventure Comedy Fantasy,438148
1513,Press Play,"Greg Björkman (director/screenplay); James Bachelor (screenplay); Clara Rugaard, Lewis Pullman, Lyrica Okano, Christina Chang, Matt Walsh, Danny Glover",Greg Björkman ," Clara Rugaard, Lewis Pullman, Lyrica Okano, Christina Chang, Matt Walsh, Danny Glover",Music Science Fiction Romance Drama,668047
1514,Beauty,"Andrew Dosunmu (director); Lena Waithe (screenplay); Gracie Marie Bradley, Niecy Nash, Aleyse Shannon, Giancarlo Esposito, Micheal Ward, Sharon Stone",Andrew Dosunmu ," Gracie Marie Bradley, Niecy Nash, Aleyse Shannon, Giancarlo Esposito, Micheal Ward, Sharon Stone",Fantasy Animation Romance Family,10882
